IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,<*>:</*> - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
"2017-07-01 19:46:26.133 GoogleSoftwareUpdateAgent[31702/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:0x100259c60 ticketStore=<KSPersistentTicketStore:0x100253770 store=<KSKeyedPersistentStore:0x100254d10 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100254d80 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> processor=<KSActionProcessor:0x100259e70 delegate=<KSUpdateEngine:0x100259c60> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x1002594d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",<KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=<*>> lockFile=<KSLockFile:<*> path=<*>> locked=NO >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*>> is Processing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( <*> )> delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*>> errors=<*> >,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >"
Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (<*>)
tcp_connection_tls_session_error_callback_imp 1977 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_error_callback_write_block_invoke.<*> error <*>,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>
Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (<*>)
"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","SecOSStatusWith error:[<*>] Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,WARNING: Type1 font data isn't in the correct format required by the Adobe Type <*> Font Format specification.
Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (<*>)
Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (<*>)
"com.apple.ical.sync.x-coredata://DB05755C-483D-44B7-B93B-ED06E57FF420/CalDAVPrincipal/p11: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 59 seconds.  Ignoring.","com.apple.ical.sync.x-coredata://DB05755C-483D-44B7-B93B-ED06E57FF420/CalDAVPrincipal/p11: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (<*>)
[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].]
AirPort: Link Up on awdl0,Airport: Link Up on awdl0,AirPort: Link Up on awdl0
Wake reason: RTC (Alarm),wake reason: RTC (Alarm),Wake reason: RTC (Alarm)
IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,<*>::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
network changed: v4(en0-:10.105.163.202) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,network changed: v4(en0-:10.105.163.202) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,network changed: <*>(<*>:<*>) <*>(<*>) DNS! Proxy SMB
[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>
nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,<*> successfully changed NAT64 ifstate from <*> to <*>
"2017-07-02 10:40:07.676 GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <KSUpdateEngine:0x100313e70 ticketStore=<KSPersistentTicketStore:0x100332a60 store=<KSKeyedPersistentStore:0x100315fa0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x1003176d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> processor=<KSActionProcessor:0x1003143e0 delegate=<KSUpdateEngine:0x100313e70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x100311a10 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",<KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=<*> lockFile=<KSLockFile:<*> path=<*> locked=NO> >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*>> is Processing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( )> delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=""<*>""> errors=<*> >"
2017/07/02 11:38:49.414 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = ******2341.,<*> | <*> | <*>:<*>:<*> | <*>:<*>:<*> | close video chat. llFriendUIN = <*>,<*>/<*>/<*> <*>:<*>:<*> | I | VoipWrapper | DAVEngineImpl.cpp:<*>:Close | close video chat. llFriendUIN = <*>.
"ARPT: 645791.413780: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 156,","ARPT: <*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,"
IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,<*>:</*> - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
Bluetooth -- LE is supported - Disable LE meta event,Bluetooth -- LE is supported - Disable LE meta event <*>,Bluetooth -- LE is supported - Disable LE meta event
12:15:23.005 : Discoverable mode changed to Off,<*>:<*>:<*>,<*>:<*>:<*> : Discoverable mode changed to Off
AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 4,<*>::waitForOk2Go2Sx - retries = <*>,<*>::<*> - retries = <*>
AirPort: Link Down on awdl0. Reason 1 (Unspecified).,Port: Link Down on awdl0. Reason 1 (Unspecified).,AirPort: Link Down on awdl0. Reason <*> (Unspecified).
TBT W (2): 0x0040 [x],TBT W (2): 0x0040 [x],TBT W (<*>): <*> [x]
mDNS_RegisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),mDNS_RegisterInterface: frequent transitions for interface <*> (<*>:<*>:<*>:<*>:<*>:<*>:<*>),mDNS_RegisterInterface: Frequent transitions for interface awdl0 (<*>)
QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,QQ(<*>) deny mach-lookup com.apple.networking.captivenetworksupport,<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport
tcp_connection_tls_session_error_callback_imp 2044 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,tcp_connection_tls_session_error_callback_imp 2044 __tcp_connection_tls_session_error_callback_write_block_invoke.434 error 22,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>
ASL Sender Statistics,ASL Sender Statistics <*>,ASL Sender Statistics
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=<*>}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
2017-07-02 15:46:40.516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: 32433,<*> [lvl=<*>] -[KSOutOfProcessFetcher(<*>) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/<*>/Library/Google/GoogleSoftwareUpdate/<*>/<*>/ksfetch' with process id: <*>,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '<*>' with process id: <*>
"2017-07-02 15:46:40.697 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.","<*> [lvl=2] -[KSUpdateEngine updateAllexceptProduct:] KSUpdateEngine updating all installed products, except:<*>.","<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'."
2017-07-02 15:46:41.445 ksfetch[32435/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x1005110b0> { URL: https://tools.google.com/service/update2?cup2hreq=53f725cf03f511fab16f19e789ce64aa1eed72395fc246e9f1100748325002f4&cup2key=7:1132320327 }) to folder:/tmp/KSOutOfProcessFetcher.YH2CjY1tnx/download,<NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest: <NSMutableURLRequest,<*>-<*>-<*> <*>:<*>:<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to folder:<*>
